4645,TempHumi ,26.0,57.0,21.0,1592534868
4646,TempHumi ,26.0,58.0,21.0,1592534878
4647,TempHumi ,26.0,57.0,21.0,1592534887
4648,TempHumi ,26.0,57.0,21.0,1592534897
4649,TempHumi ,26.0,57.0,21.0,1592534908
4650,TempHumi ,26.0,59.0,21.1,1592534918
4651,TempHumi ,26.0,58.0,21.0,1592534928
4652,TempHumi ,26.0,57.0,21.0,1592534937
4653,TempHumi ,26.0,58.0,21.0,1592534947
4654,TempHumi ,26.0,58.0,21.0,1592534958
4655,TempHumi ,26.0,57.0,21.0,1592534968
4656,TempHumi ,26.0,57.0,21.0,1592534978
4657,TempHumi ,26.0,57.0,21.0,1592534997
4658,TempHumi ,26.0,56.0,20.9,1592535008
4659,TempHumi ,26.0,56.0,20.9,1592535018
4660,TempHumi ,26.0,56.0,20.9,1592535028
4661,TempHumi ,26.0,56.0,20.9,1592535039
4662,TempHumi ,-999.0,-999.0,-1156.2,1592535058
4663,TempHumi ,26.0,55.0,20.9,1592535068
4664,TempHumi ,26.0,55.0,20.9,1592535079
4665,TempHumi ,26.0,55.0,20.9,1592535089
4666,TempHumi ,26.0,55.0,20.9,1592535097
4667,TempHumi ,26.0,54.0,20.8,1592535108
4668,TempHumi ,26.0,54.0,20.8,1592535119
4669,TempHumi ,26.0,54.0,20.8,1592535129
4670,TempHumi ,26.0,54.0,20.8,1592535139
4671,TempHumi ,26.0,54.0,20.8,1592535162
4672,TempHumi ,26.0,54.0,20.8,1592535168
4673,TempHumi ,26.0,54.0,20.8,1592535179
4674,TempHumi ,26.0,54.0,20.8,1592535189
4675,TempHumi ,26.0,54.0,20.8,1592535199
4676,TempHumi ,26.0,54.0,20.8,1592535208
4677,TempHumi ,26.0,54.0,20.8,1592535219
4678,TempHumi ,26.0,54.0,20.8,1592535229
4679,TempHumi ,26.0,54.0,20.8,1592535239
4680,TempHumi ,26.0,54.0,20.8,1592535249
4681,TempHumi ,26.0,54.0,20.8,1592535258
4682,TempHumi ,26.0,54.0,20.8,1592535268
4683,TempHumi ,26.0,54.0,20.8,1592535279
4684,TempHumi ,26.0,54.0,20.8,1592535289
4685,TempHumi ,26.0,53.0,20.8,1592535299
4686,TempHumi ,26.0,53.0,20.8,1592535308
4687,TempHumi ,26.0,53.0,20.8,1592535318
4688,TempHumi ,26.0,53.0,20.8,1592535329
4689,TempHumi ,26.0,52.0,20.7,1592535339
4690,TempHumi ,26.0,52.0,20.7,1592535350
4691,TempHumi ,26.0,52.0,20.7,1592535360
4692,TempHumi ,26.0,52.0,20.7,1592535368
4693,TempHumi ,26.0,52.0,20.7,1592535379
4694,TempHumi ,26.0,52.0,20.7,1592535389
4695,TempHumi ,26.0,52.0,20.7,1592535400
4696,TempHumi ,26.0,53.0,20.8,1592535410
4697,TempHumi ,26.0,53.0,20.8,1592535418
4698,TempHumi ,26.0,53.0,20.8,1592535429
4699,TempHumi ,26.0,53.0,20.8,1592535439
4700,TempHumi ,26.0,53.0,20.8,1592535450
4701,TempHumi ,26.0,53.0,20.8,1592535460
4702,TempHumi ,26.0,53.0,20.8,1592535469
4703,TempHumi ,26.0,53.0,20.8,1592535479
4704,TempHumi ,26.0,53.0,20.8,1592535489
4705,TempHumi ,26.0,52.0,20.7,1592535500
4706,TempHumi ,26.0,53.0,20.8,1592535510
4707,TempHumi ,26.0,53.0,20.8,1592535518
4708,TempHumi ,26.0,52.0,20.7,1592535529
4709,TempHumi ,26.0,53.0,20.8,1592535539
4710,TempHumi ,26.0,53.0,20.8,1592535551
4711,TempHumi ,26.0,52.0,20.7,1592535560
4712,TempHumi ,26.0,53.0,20.8,1592535579
4713,TempHumi ,26.0,52.0,20.7,1592535589
4714,TempHumi ,26.0,52.0,20.7,1592535610
4715,TempHumi ,26.0,53.0,20.8,1592535621
4716,TempHumi ,26.0,52.0,20.7,1592535629
4717,TempHumi ,26.0,52.0,20.7,1592535639
4718,TempHumi ,26.0,53.0,20.8,1592535650
4719,TempHumi ,26.0,53.0,20.8,1592535660
4720,TempHumi ,26.0,51.0,20.7,1592536567
4721,TempHumi ,26.0,51.0,20.7,1592536577
4722,TempHumi ,26.0,51.0,20.7,1592536635
4723,TempHumi ,26.0,50.0,20.7,1592536696
4724,TempHumi ,26.0,51.0,20.7,1592536710
4725,TempHumi ,26.0,50.0,20.7,1592536717
4726,TempHumi ,26.0,51.0,20.7,1592536727
4727,TempHumi ,26.0,50.0,20.7,1592536738
4728,TempHumi ,26.0,51.0,20.7,1592536746
4729,TempHumi ,26.0,51.0,20.7,1592536756
4730,TempHumi ,26.0,51.0,20.7,1592536767
4731,TempHumi ,-999.0,-999.0,-1156.2,1592536777
4732,TempHumi ,26.0,51.0,20.7,1592536788
4733,TempHumi ,26.0,51.0,20.7,1592536796
4734,TempHumi ,26.0,51.0,20.7,1592536807
4735,TempHumi ,26.0,51.0,20.7,1592536817
4736,TempHumi ,26.0,52.0,20.7,1592536827
4737,TempHumi ,27.0,55.0,22.0,1592536838
4738,TempHumi ,28.0,56.0,23.1,1592536846
4739,TempHumi ,28.0,56.0,23.1,1592536856
4740,TempHumi ,28.0,56.0,23.1,1592536867
4741,TempHumi ,28.0,55.0,23.1,1592536877
4742,TempHumi ,28.0,55.0,23.1,1592536888
4743,TempHumi ,28.0,54.0,23.0,1592536898
4744,TempHumi ,28.0,54.0,23.0,1592536917
4745,TempHumi ,28.0,53.0,23.0,1592536928
4746,TempHumi ,28.0,53.0,23.0,1592536938
4747,TempHumi ,28.0,52.0,22.9,1592536949
4748,TempHumi ,28.0,52.0,22.9,1592536957
4749,TempHumi ,28.0,51.0,22.9,1592536967
4750,TempHumi ,28.0,51.0,22.9,1592536978
4751,TempHumi ,28.0,50.0,22.9,1592536988
4752,TempHumi ,28.0,50.0,22.9,1592536998
4753,TempHumi ,27.0,50.0,21.8,1592537007
4754,TempHumi ,27.0,50.0,21.8,1592537017
4755,TempHumi ,27.0,48.0,21.7,1592537057
4756,TempHumi ,26.0,49.0,20.6,1592537117
4757,TempHumi ,26.0,49.0,20.6,1592537128
4758,TempHumi ,26.0,49.0,20.6,1592537138
4759,TempHumi ,26.0,49.0,20.6,1592537149
